xm,xm-1,xm-2,y1-m,y2-m,y3-m,y4-m,y5-m
-0.897473853,-0.795653853,-0.670323853,0.002262343,-0.241560284,-0.133269858,0.034293853,-0.119354989
-0.935943853,-0.897473853,-0.795653853,-0.001757901,-0.291560284,0.067020142,-0.068506147,-0.022129795
-0.895503853,-0.935943853,-0.897473853,0.000245396,-0.261560284,0.035790142,-0.076606147,0.05820224
-0.823373853,-0.895503853,-0.935943853,0.001236289,-0.221560284,-0.174629858,-0.023706147,-0.151661043
-0.710693853,-0.823373853,-0.895503853,-0.002550729,-0.261560284,-0.252659858,-0.108106147,-0.171540027
-0.530553853,-0.710693853,-0.823373853,-0.004561202,-0.251560284,1.655980142,-0.092006147,-0.026321556
-0.307903853,-0.530553853,-0.710693853,-0.007434614,-0.231560284,1.244150142,-0.001606147,0.025490351
-0.087143853,-0.307903853,-0.530553853,-0.006906133,-0.271560284,0.799490142,-0.057106147,-0.142211227
0.172926147,-0.087143853,-0.307903853,0.001522407,-0.251560284,0.222160142,-0.051706147,-0.071846473
0.440746147,0.172926147,-0.087143853,-0.00136201,-0.201560284,0.228770142,-0.042806147,0.016048651
0.694206147,0.440746147,0.172926147,-0.000745649,-0.171560284,0.267040142,0.171393853,0.161868068
0.881436147,0.694206147,0.440746147,0.001504728,-0.171560284,0.145960142,0.140493853,-0.007882363
1.006976147,0.881436147,0.694206147,6.62675E-05,-0.151560284,0.086560142,0.013993853,-0.013510832
1.061556147,1.006976147,0.881436147,-0.001156524,-0.151560284,0.209820142,0.051393853,0.093314583
1.024776147,1.061556147,1.006976147,0.000873842,-0.151560284,0.197220142,0.073493853,0.083302901
0.911116147,1.024776147,1.061556147,0.000662725,-0.061560284,0.137870142,0.036193853,0.045623427
0.727526147,0.911116147,1.024776147,0.000253197,-0.031560284,0.004510142,0.102493853,-0.056833355
0.503826147,0.727526147,0.911116147,4.81775E-05,-0.071560284,-0.068709858,0.017793853,0.019171896
0.302826147,0.503826147,0.727526147,0.001641517,-0.091560284,-0.026269858,-0.111606147,0.021203405
0.140726147,0.302826147,0.503826147,-0.001355787,-0.071560284,-0.037459858,0.062493853,-0.015943468
0.023526147,0.140726147,0.302826147,0.001426796,-0.041560284,-0.050669858,-0.011506147,0.011503329
-0.063773853,0.023526147,0.140726147,0.001805259,-0.051560284,-0.042609858,-0.022606147,0.067207196
-0.137473853,-0.063773853,0.023526147,0.002956329,-0.061560284,-0.040649858,0.100993853,-0.009264866
-0.196473853,-0.137473853,-0.063773853,0.000400089,-0.081560284,-0.071429858,0.020993853,-0.074154064
-0.214573853,-0.196473853,-0.137473853,-0.000186467,-0.091560284,-0.061479858,-0.006206147,-0.062319806
-0.201173853,-0.214573853,-0.196473853,-0.002126581,-0.121560284,-0.037859858,-0.068906147,0.062946011
-0.147173853,-0.201173853,-0.214573853,0.000588022,-0.081560284,-0.027149858,0.023793853,-0.018388176
-0.088373853,-0.147173853,-0.201173853,0.000388322,-0.101560284,-0.025849858,0.026193853,0.084428713
-0.041173853,-0.088373853,-0.147173853,-0.000193778,-0.091560284,-0.040029858,0.103093853,0.028743768
-0.007273853,-0.041173853,-0.088373853,0.000762589,-0.111560284,-0.030829858,-0.122606147,-0.032375103
0.008026147,-0.007273853,-0.041173853,0.001896525,-0.111560284,-0.040829858,0.088393853,0.063735357
0.000326147,0.008026147,-0.007273853,-1.71405E-05,-0.191560284,-0.049259858,-0.008106147,6.59328E-05
-0.022673853,0.000326147,0.008026147,0.003183626,-0.181560284,-0.061179858,0.018793853,0.0432228
-0.077373853,-0.022673853,0.000326147,0.0010908,-0.181560284,-0.039729858,0.037393853,-0.057975632
-0.142473853,-0.077373853,-0.022673853,0.002378126,-0.211560284,-0.042049858,-0.039106147,0.033832398
-0.216873853,-0.142473853,-0.077373853,0.000323186,-0.111560284,-0.032699858,-0.028606147,-0.008491416
-0.312443853,-0.216873853,-0.142473853,-0.001156524,-0.151560284,-0.031899858,-0.056506147,-0.015174043
-0.379533853,-0.312443853,-0.216873853,-0.002080752,-0.201560284,-0.033999858,-0.049106147,-0.039663727
-0.397753853,-0.379533853,-0.312443853,0.001426373,-0.211560284,-0.059139858,0.053993853,-0.113378482
-0.370973853,-0.397753853,-0.379533853,0.002141931,-0.201560284,-0.090499858,-0.033906147,-0.051251903
-0.310073853,-0.370973853,-0.397753853,-0.000974009,-0.221560284,-0.082029858,-0.156106147,0.05005376
-0.224583853,-0.310073853,-0.370973853,-0.000245098,-0.211560284,-0.072129858,0.046993853,-0.027989558
-0.130553853,-0.224583853,-0.310073853,0.000479239,-0.231560284,-0.079879858,-0.001706147,-0.008868106
-0.043953853,-0.130553853,-0.224583853,-0.003703713,-0.191560284,-0.055829858,0.181593853,0.038383175
0.008656147,-0.043953853,-0.130553853,0.002296767,-0.191560284,-0.015619858,-0.041006147,0.050213858
0.029546147,0.008656147,-0.043953853,0.000469711,-0.211560284,0.004700142,0.087593853,0.011763486
0.040746147,0.029546147,0.008656147,0.001898736,-0.211560284,-0.010569858,0.010593853,-0.030994047
0.064686147,0.040746147,0.029546147,-0.001335651,-0.191560284,-0.017299858,-0.278206147,-0.071288416
0.117526147,0.064686147,0.040746147,-0.002232843,-0.191560284,0.025000142,0.113093853,0.037486649
0.177666147,0.117526147,0.064686147,-0.000618031,-0.191560284,0.102210142,0.060493853,0.021303632
0.210136147,0.177666147,0.117526147,0.00045496,-0.191560284,0.082320142,-0.125606147,0.013823159
0.220186147,0.210136147,0.177666147,0.000982862,-0.181560284,0.026560142,0.075993853,0.016169736
0.208416147,0.220186147,0.210136147,0.001326179,-0.201560284,0.073840142,0.094593853,0.001051987
0.184586147,0.208416147,0.220186147,-0.001156524,-0.121560284,-0.010769858,-0.193706147,0.039232185
0.171656147,0.184586147,0.208416147,0.000960269,-0.191560284,-0.024179858,0.088493853,0.011013292
0.193286147,0.171656147,0.184586147,-0.002919801,-0.161560284,-0.024019858,0.031493853,0.063699134
0.220326147,0.193286147,0.171656147,0.002012238,-0.161560284,-0.027819858,-0.070906147,0.039500075
0.251826147,0.220326147,0.193286147,0.000768621,-0.161560284,-0.027219858,0.167993853,0.010112066
0.271626147,0.251826147,0.220326147,0.000238241,-0.171560284,-0.028909858,0.020393853,0.012661861
0.274226147,0.271626147,0.251826147,-0.000287065,-0.121560284,-0.030279858,-0.058306147,0.046772108
0.269326147,0.274226147,0.271626147,-0.00167799,-0.111560284,-0.032529858,-0.067106147,-0.049094755
0.265026147,0.269326147,0.274226147,-0.001156524,-0.061560284,-0.031719858,0.070193853,0.075991939
0.229526147,0.265026147,0.269326147,0.001098655,-0.031560284,-0.033399858,0.084493853,-0.033527071
0.178526147,0.229526147,0.265026147,0.000397922,-0.001560284,-0.034479858,0.086193853,0.016866553
0.123526147,0.178526147,0.229526147,-0.001156524,-0.011560284,-0.029969858,-0.194806147,0.053289116
0.099926147,0.123526147,0.178526147,-0.000811846,-0.021560284,-0.037029858,0.165493853,-0.028029562
0.096526147,0.099926147,0.123526147,0.001077241,-0.031560284,-0.031519858,-0.081306147,0.005405874
0.095326147,0.096526147,0.099926147,-0.002529788,0.028439716,-0.026409858,0.021493853,-0.036106293
0.084426147,0.095326147,0.096526147,0.001585676,0.028439716,-0.030819858,0.009193853,0.044028322
0.068926147,0.084426147,0.095326147,-0.000132647,0.048439716,-0.030259858,-0.091406147,-0.046208311
0.025326147,0.068926147,0.084426147,0.00037478,0.068439716,-0.035299858,0.140293853,0.006529831
-0.034473853,0.025326147,0.068926147,-0.000816966,0.098439716,-0.031009858,-0.008806147,0.017873784
-0.094973853,-0.034473853,0.025326147,-0.000478204,0.108439716,-0.046719858,0.012593853,-0.03289317
-0.137973853,-0.094973853,-0.034473853,-0.001665165,0.078439716,-0.042689858,-0.039906147,-0.019648036
-0.158573853,-0.137973853,-0.094973853,0.000536634,0.108439716,-0.034999858,0.034793853,0.023135011
-0.169973853,-0.158573853,-0.137973853,-0.000143789,0.088439716,-0.031939858,-0.033606147,-0.032280974
-0.161373853,-0.169973853,-0.158573853,-0.000987964,0.078439716,-0.025669858,-0.044506147,-0.004487941
-0.145073853,-0.161373853,-0.169973853,-0.002168866,0.078439716,-0.028139858,-0.045306147,0.047763514
-0.109673853,-0.145073853,-0.161373853,-0.000481367,0.058439716,-0.032119858,0.038893853,-0.011933599
-0.064673853,-0.109673853,-0.145073853,-0.004712864,0.108439716,-0.034639858,-0.078406147,0.056164686
-0.019473853,-0.064673853,-0.109673853,0.001048452,0.108439716,-0.031249858,0.079093853,0.023443835
0.000326147,-0.019473853,-0.064673853,-0.000480316,0.138439716,-0.030949858,-0.030706147,-0.020466882
-0.011573853,0.000326147,-0.019473853,0.000361105,0.138439716,-0.035359858,-0.049606147,0.007013275
-0.041473853,-0.011573853,0.000326147,-0.000315683,0.108439716,-0.028699858,-0.019306147,0.025109998
-0.073273853,-0.041473853,-0.011573853,-0.000485021,0.168439716,-0.034119858,0.022293853,-0.06528913
-0.121973853,-0.073273853,-0.041473853,-0.001660054,0.138439716,-0.039179858,0.009893853,0.024230553
-0.159573853,-0.121973853,-0.073273853,0.000854102,0.168439716,-0.036079858,-0.024906147,-0.050223927
-0.182573853,-0.159573853,-0.121973853,-0.001490983,0.128439716,-0.029279858,-0.043306147,-0.031624996
-0.182473853,-0.182573853,-0.159573853,-0.00132385,0.118439716,-0.024519858,0.005693853,0.043471545
-0.175373853,-0.182473853,-0.182573853,-0.000654739,0.108439716,-0.023869858,-0.096106147,0.015369337
-0.163273853,-0.175373853,-0.182473853,0.000178741,0.118439716,-0.039279858,0.008993853,-0.008165607
-0.160073853,-0.163273853,-0.175373853,-0.004166663,0.138439716,-0.037209858,0.141693853,-0.027933766
-0.133473853,-0.160073853,-0.163273853,0.000852552,0.098439716,-0.031189858,-0.070806147,-0.006009015
-0.093503853,-0.133473853,-0.160073853,0.000677,0.098439716,-0.027739858,0.119893853,0.003741418
-0.062043853,-0.093503853,-0.133473853,-0.000657813,0.068439716,-0.030869858,-0.049606147,-0.010119194
-0.026143853,-0.062043853,-0.093503853,4.91445E-06,0.088439716,-0.030609858,0.020293853,0.007569491
0.017036147,-0.026143853,-0.062043853,0.000497303,0.088439716,-0.015609858,0.041993853,-0.02745793
0.074496147,0.017036147,-0.026143853,-0.000661601,-0.021560284,0.030860142,-0.150306147,0.053409511
0.155616147,0.074496147,0.017036147,-0.001156524,0.028439716,0.077250142,0.035493853,0.010148508
0.200726147,0.155616147,0.074496147,0.001309664,0.088439716,-0.003159858,0.116793853,-0.002517658
0.179226147,0.200726147,0.155616147,-0.001320502,0.068439716,-0.048649858,-0.044106147,0.014784823
0.139426147,0.179226147,0.200726147,-9.97855E-06,0.018439716,-0.030449858,0.123093853,-0.03359152
0.099026147,0.139426147,0.179226147,0.001452839,0.028439716,-0.004749858,-0.030806147,0.050131413
0.051826147,0.099026147,0.139426147,-0.003765887,0.048439716,-0.020059858,0.001793853,-0.016606715
0.025426147,0.051826147,0.099026147,0.003561462,0.038439716,-0.024859858,0.029293853,0.041265403
0.012226147,0.025426147,0.051826147,0.000297318,0.038439716,-0.019149858,0.030593853,0.010056036
0.016326147,0.012226147,0.025426147,0.000934915,0.028439716,-0.019679858,-0.189706147,-0.000119592
0.037626147,0.016326147,0.012226147,0.000605322,0.048439716,-0.005899858,0.109893853,0.031731963
0.023726147,0.037626147,0.016326147,-0.000198521,-0.001560284,-0.013829858,0.001893853,-0.052325131
-0.005473853,0.023726147,0.037626147,-0.00020063,-0.021560284,-0.028899858,0.029193853,-0.006483072
-0.040473853,-0.005473853,0.023726147,0.0016986,-0.001560284,-0.018309858,0.005793853,0.004036618
-0.070973853,-0.040473853,-0.005473853,-0.000524593,0.008439716,-0.058139858,-0.012806147,-0.006874175
-0.117973853,-0.070973853,-0.040473853,-0.000840903,-0.001560284,-0.102979858,-0.044106147,0.008721087
-0.144973853,-0.117973853,-0.070973853,-0.000368474,-0.021560284,-0.166919858,-0.047606147,-0.030869933
-0.143873853,-0.144973853,-0.117973853,0.002450203,-0.031560284,-0.030359858,-0.000706147,0.042561572
-0.134173853,-0.143873853,-0.144973853,-0.004448431,0.008439716,-0.034009858,0.062193853,-0.015427157
-0.116973853,-0.134173853,-0.143873853,0.002135383,-0.001560284,-0.054549858,-0.120706147,-0.046140019
-0.098793853,-0.116973853,-0.134173853,-0.000844307,0.028439716,-0.111809858,-0.028606147,-0.018201778
-0.087633853,-0.098793853,-0.116973853,0.001022736,0.008439716,-0.158089858,0.089893853,0.047862559
-0.100703853,-0.087633853,-0.098793853,0.000393422,0.028439716,0.082520142,0.049593853,0.016978076
-0.164123853,-0.100703853,-0.087633853,7.94635E-05,0.008439716,-0.025349858,-0.078206147,-0.005180174
-0.242613853,-0.164123853,-0.100703853,-0.000848076,-0.001560284,-0.137729858,-0.021406147,-0.001840324
-0.317903853,-0.242613853,-0.164123853,0.002680703,0.028439716,-0.089219858,0.046293853,-0.028849247
-0.374063853,-0.317903853,-0.242613853,-0.001309364,0.008439716,-0.025959858,-0.002406147,-0.015160122
-0.369823853,-0.374063853,-0.317903853,-0.000545487,-0.001560284,-0.035469858,-0.174206147,-0.065902103
-0.335533853,-0.369823853,-0.374063853,-0.001003899,-0.031560284,-0.098869858,0.121693853,-0.013271312
-0.269433853,-0.335533853,-0.369823853,0.000366783,-0.041560284,-0.059829858,0.059393853,-0.069921177
-0.175793853,-0.269433853,-0.335533853,-0.005128292,-0.041560284,-0.043999858,-0.047406147,0.053627894
-0.076613853,-0.175793853,-0.269433853,0.0019019,-0.031560284,0.012020142,-0.100906147,0.003146109
-0.011193853,-0.076613853,-0.175793853,-0.001004167,-0.031560284,0.005760142,-0.007706147,0.024362805
0.018556147,-0.011193853,-0.076613853,0.005044547,-0.031560284,-0.010219858,-0.080606147,0.032692186
0.022906147,0.018556147,-0.011193853,-0.000556255,-0.001560284,-0.010219858,0.039593853,-0.072881541
0.002706147,0.022906147,0.018556147,-0.001306513,-0.031560284,-0.010219858,0.011493853,0.026275114
-0.018473853,0.002706147,0.022906147,0.002131337,-0.011560284,-0.020219858,0.048193853,0.022103849
-0.032903853,-0.018473853,0.002706147,-0.002199964,-0.041560284,-0.020219858,-0.083206147,-0.039553759
-0.005503853,-0.032903853,-0.018473853,-0.001156524,-0.021560284,-0.040219858,-0.172106147,0.043179669
0.076106147,-0.005503853,-0.032903853,-0.002052901,-0.041560284,-0.040219858,0.075393853,-0.007891875
0.199716147,0.076106147,-0.005503853,-0.000260147,-0.041560284,-0.040219858,0.161293853,0.026539118
0.322826147,0.199716147,0.076106147,0.000184582,-0.011560284,-0.030219858,-0.060306147,0.030723234
0.436586147,0.322826147,0.199716147,-0.003095009,0.008439716,0.019780142,0.062993853,-0.036867181
0.539806147,0.436586147,0.322826147,0.000930717,0.028439716,-0.040219858,-0.001306147,-0.109132474
-3.094933853,0.539806147,0.436586147,-0.000265054,-0.241560284,0.189780142,-0.277106147,-0.244228539
-9.173313853,-3.094933853,0.539806147,-0.001156524,-0.231560284,-0.150219858,-0.460806147,0.028822728
2.098136147,-9.173313853,-3.094933853,-0.001750634,-0.261560284,0.289780142,0.169593853,0.022766472
5.509636147,2.098136147,-9.173313853,-0.000414013,-0.171560284,0.109780142,0.201293853,0.002015355
4.885576147,5.509636147,2.098136147,0.001063422,-0.171560284,0.059780142,0.467793853,-0.079361788
-0.045783853,4.885576147,5.509636147,-0.002487129,-0.171560284,-0.000219858,-0.262706147,0.046990525
-0.472333853,-0.045783853,4.885576147,0.000321675,-0.151560284,-0.020219858,0.047993853,-0.051895062
-0.436233853,-0.472333853,-0.045783853,-0.001156524,-0.211560284,-0.020219858,0.254993853,-0.042534511
-0.153403853,-0.436233853,-0.472333853,-0.002338681,-0.231560284,-0.020219858,-0.238806147,0.180747643
0.846496147,-0.153403853,-0.436233853,0.001645861,-0.161560284,-0.020219858,0.039993853,0.045948259
-0.161823853,0.846496147,-0.153403853,-0.002334272,-0.181560284,-0.030219858,-0.226706147,-0.026939289
0.839076147,-0.161823853,0.846496147,0.000902445,-0.131560284,-0.050219858,0.178393853,0.027303987
1.064376147,0.839076147,-0.161823853,0.000161963,-0.061560284,-0.060219858,0.323093853,0.053688417
